entry_time,symbol,regime,signal,entry,sl,tp,outcome,trade_id,exit_time,exit_price,status,pnl,duration_minutes
2026-03-11 04:06:27+00:00,EURJPY,0,,0.0,0.0,0.0,PENDING,,,,OPEN,,
2026-03-11 04:06:28+00:00,GBPJPY,0,,0.0,0.0,0.0,PENDING,,,,OPEN,,
2026-03-11 04:06:28+00:00,XAUUSD,1,,0.0,0.0,0.0,PENDING,,,,OPEN,,
2026-03-11 10:34:53+00:00,EURGBP,0,BUY (Mean Reversion),0.86357,0.86249,0.86501,❌ STOP LOSS,,2026-03-11 18:00:00+00:00,0.86249,CLOSED,-0.0010799999999999,445.1166666666667
2026-03-11 11:30:08+00:00,EURGBP,0,BUY (Mean Reversion),0.86339,0.86232,0.86482,❌ STOP LOSS,,2026-03-11 19:00:00+00:00,0.86232,CLOSED,-0.00107,449.8666666666667
2026-03-11 15:42:58+00:00,EURUSD,0,BUY (Mean Reversion),1.15741,1.15498,1.16064,❌ STOP LOSS,,2026-03-11 23:00:00+00:00,1.15498,CLOSED,-0.0024300000000001,437.03333333333336
2026-03-11 15:42:59+00:00,USDJPY,0,SELL (Mean Reversion),158.813,159.16722,158.34071,❌ STOP LOSS,,2026-03-12 00:00:00+00:00,159.16722,CLOSED,-0.354219999999998,497.01666666666665
2026-03-11 16:45:38+00:00,USDJPY,0,SELL (Mean Reversion),158.826,159.16991,158.36747,❌ STOP LOSS,,2026-03-12 00:00:00+00:00,159.16991,CLOSED,-0.3439099999999939,434.3666666666667
2026-03-11 17:45:21+00:00,USDJPY,0,SELL (Mean Reversion),158.908,159.24545,158.45808,❌ STOP LOSS,,2026-03-12 15:00:00+00:00,159.24545,CLOSED,-0.3374500000000182,1274.65
2026-03-11 19:39:28+00:00,GBPJPY,0,SELL (Mean Reversion),213.26199,213.65705,212.73525,✅ TAKE PROFIT,,2026-03-12 00:00:00+00:00,212.73525,CLOSED,0.5267399999999895,260.53333333333336
2026-03-11 23:21:14+00:00,USDCHF,0,SELL (Mean Reversion),0.78164,0.78355,0.77909,❌ STOP LOSS,,2026-03-12 14:00:00+00:00,0.78355,CLOSED,-0.0019099999999999,878.7666666666667
